cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
higher concentration,formulation,conformational stability,stability,inhibits,1,1,high,secondary and tertiary structure disruptions were reduced at higher trehalose concentration.
increased trehalose,formulation,stability,structure,increases,1,1,high,an increase in hydrogen bonding with trastuzumab Fab when the trehalose concentration is increased.
hp-beta-cd content,formulation,long-term stability,stability,increases,1,1,high,Increasing HP-beta-CD content in liquid formulations significantly improved the long-term stability of infliximab
hp-beta-cd,formulation,self-interaction,stability,decreases,1,1,high,the presence of HP-beta-CD decreased infliximab self-interaction
hp-beta-cd,formulation,aggregation of infliximab,stability,suppresses,1,1,high,correlating with the aggregation-suppressing effect of HP-beta-CD observed during the stress- and long-term stability st
binding activity,mechanism,modulation of immune system responses,stability,inhibits,1,1,high,"Binding to this subunit prevents interaction with their receptor, resulting in modulation in the immune system responses"
nonionic surfactants,formulation,suppresses surface adsorption,stability,stabilizes,1,1,high,nonionic surfactants are commonly used in formulation to suppress antibody surface adsorption
hydrophobic TMOS surface,structure,prevent adsorption,stability,stabilizes,1,1,high,the hydrophobic TMOS surface prevented mAb adsorption when pre-treated with PS80
amphiphilic UV-TMOS,structure,adsorption,stability,destabilizes,1,1,high,the amphiphilic UV-TMOS did not prevent mAb adsorption
media components,formulation,influences glycosylation,sequence,modulates,1,1,high,media components play a significant role in determining the glycosylation profile.
thermal stress,stress,subvisible particles,quality_outcome,stabilizes,1,1,high,decreased subvisible particles after thermal stress by 80%
low pH,formulation,low molecular weight impurities,stability,promotes,1,1,high,IgG1 formulation having relatively low pH... predisposed to the formation of low molecular weight impurities
high concentration,formulation,low molecular weight impurities,stability,promotes,1,1,high,high citrate (buffer salt) concentration... predisposed to the formation of low molecular weight impurities
citrate binding,formulation,fragmentation,stability,promotes,1,1,high,binding of citrate with Lysine 222 residue... could have potentially fragmented IgG1
fragmentation in DKTH sequence,sequence,low molecular weight impurities,stability,promotes,1,1,high,fragmentation in the -DKTH- amino acid sequence... detected the pyroglutamate species
iga1 hinge region properties,structure,increased potency,stability,stabilizes,1,1,high,"Enhanced neutralization by IgA1 was attributed to the combined effects of increased affinity, unique hinge region proper"
iga1 binding to receptor domains,structure,increased potency,stability,stabilizes,1,1,high,This antibody binds to two adjacent receptor binding domains on the spike protein.
iga1 affinity,structure,increased potency,stability,stabilizes,1,1,high,Enhanced neutralization by IgA1 was attributed to the combined effects of increased affinity.
metals,formulation,accelerated degradation,stability,promotes,1,1,high,Certain metals can potentially accelerate the formation of degradants or aggregates in biotherapeutic proteins.
metal-protein interactions,formulation,drug quality,quality_outcome,stabilizes,1,1,high,A better understanding of metal-mAb interactions would aid in the development of purification processes and formulations
iron binding,sequence,binding activity,structure,binds,1,1,high,iron binds predominantly the mAb Fab domain.
low pH buffer,formulation,aggregation,stability,negative,1,1,high,"low pH elution buffer...contribute to product aggregation, particularly in the case of IgG4 antibodies"
mannitol,formulation,aggregation,stability,positive,1,1,high,the stabilizing role of mannitol was confirmed to be particularly significant
mgcl,formulation,aggregation,stability,positive,1,1,high,All additives evaluated contribute to reducing nivolumab aggregation
mannitol,formulation,biological activity,quality_outcome,positive,1,1,high,while maintaining high biological activity
high concentration formulation,formulation,viscosity reduction,stability,stabilizes,1,1,high,the lead formulation reduced the viscosity of mAb-A by 30%
lai formulation,formulation,clearance,stability,stabilizes,1,1,high,maintain the serum mAb level above the therapeutically effective concentration for over 100 days
lai formulation,formulation,efficacy,quality_outcome,stabilizes,1,1,high,demonstrates substantial therapeutic efficacy and a better safety profile than free mAb injections
broadly neutralizing antibodies,sequence,blocking activity,stability,inhibits,1,1,high,broadly neutralizing antibodies directly blocked the binding of ACE2 by almost covering the entire receptor binding moti
egfr mutations,sequence,efficacy,stability,destabilizes,1,1,high,diminished clinical efficacy due to acquired resistance driven by EGFR mutations
egfr k489e and i491m mutations,sequence,binding affinity,stability,destabilizes,1,1,high,most resistant mutations primarily alter the electrostatic properties of the binding interface
designed Ctx,formulation,egf-stimulated phosphorylation of egfr,quality_outcome,inhibits,1,1,high,the designed Ctx effectively inhibits EGF-stimulated phosphorylation of EGFR
retention,stress,triggers degradation,stability,promotes,1,1,high,retention of the heavy chain in endoplasmic reticulum may trigger protein degradation
temperature variations,stress,instability,stability,destabilizes,1,1,high,"Stress factors in hospitals, like temperature variations... may negatively impact the stability of protein drugs"
anti-HER2,sequence,tumor uptake,quality_outcome,stabilizes,1,1,high,SPECT imaging data confirmed significant HER2-mediated tumor uptake and catabolism of anti-HER2.
anti-HER2,sequence,n/a,stability,promotes,1,1,high,"catabolism of anti-HER2, evidenced by the high In-DOTA-anti-HER2 signal over time."
receptor binding,structure,cell-associated anti-her2,stability,stabilizes,1,1,high,cell-associated anti-HER2 was primarily receptor-bound.
spect imaging,formulation,characterize biological states,quality_outcome,stabilizes,1,1,high,demonstrate the power of SPECT imaging using both non-residualizing and residualizing radioisotopes.
pembrolizumab leftovers,formulation,"physical, chemical and microbiological stability",stability,demonstrated,1,1,high,"Physical, chemical and microbiological stability of pembrolizumab leftovers was demonstrated for at least two full weeks"
room temperature or 4 degrees C,stress,"physical, chemical and microbiological stability",stability,demonstrated,1,1,high,"Physical, chemical and microbiological stability of pembrolizumab leftovers was demonstrated for at least two full weeks"
fab fragments,structure,binding activity,sequence,stabilizes,1,1,high,L2A5 fragment antigen-binding (Fab) specifically binds to core sTn moieties.
chi-tn mab,sequence,nanoparticle internalization,quality_outcome,stabilizes,1,1,high,Chi-Tn mAb enhances nanoparticle internalization and significantly reduces cell viability.
chi-tn mab,sequence,increased survival rate,quality_outcome,stabilizes,1,1,high,notable reduction in tumor volume and an increased survival rate.
pegylated lipids,formulation,escape,stability,stabilizes,1,1,high,incorporation of PEGylated lipids on their surface helps evade the immune system.
accelerated stability,formulation,long-term stability prediction,stability,supports,1,1,high,Predictive stability...uses short-term accelerated stability data and kinetic modeling to forecast long-term storage sta
arrhenius plotting,formulation,predict long-term stability,stability,enables,1,1,high,Arrhenius plotting determines kinetics by plotting the reaction rate logarithm against inverse temperature.
data analysis,formulation,predict long-term stability,stability,enables,1,1,high,global fitting simultaneously fits a model with data at multiple temperatures to comprehensively understand kinetics.
shelf life stability data,stress,model accuracy,stability,demonstrates,1,1,high,Model accuracy was demonstrated using long-term (up to 36months) storage stability data at 5 degrees C.
posttranslational modifications,sequence,reduced binding affinity,quality_outcome,destabilizes,1,1,high,PTMs with reduced target affinity are considered impactful to drug quality
acidic environments,stress,activated,formulation,promotes,1,1,high,Benz-NorCy7 that is activated in acidic environments
affinity-matured igg variants,sequence,cytotoxicity,quality_outcome,stabilizes,1,1,high,resulted in significantly greater cytotoxicity as determined by both antibody-dependent cell-mediated cytotoxicity (ADCC
higher affinity igg variants,sequence,binding activity,quality_outcome,stabilizes,1,1,high,The higher affinity IgG variants were observed to opsonize polySia-positive cancer cells more avidly.
alanine,formulation,stability,stability,positive,1,1,high,"sucrose, arginine, alanine, and trehalose provided varying degrees of stabilization for both antibodies."
glutamate,formulation,destabilizes,stability,negative,1,1,high,glutamate destabilized PGT121 but stabilized N49P9.6-FR-LS.
methionine,formulation,destabilizes,stability,negative,1,1,high,methionine had a negative effect on N49P9.6-FR-LS but a positive one on PGT121.
sucrose,formulation,charge variants,stability,neutral,1,1,medium,neutral excipients like sucrose and trehalose could alter mAb charges by affecting buffer binding.
anti-drug mAb,quality_outcome,efficacy,stability,destabilizes,1,1,high,"ADAs can lead to adverse immune reactions, reduced drug efficacy, and increased clearance of therapeutic antibodies."
neu5ac moiety,sequence,binding activity,structure,stabilizes,1,1,high,the Neu5Ac moiety establishing key interactions with the receptor.
GalNAc moiety,sequence,additional contacts,structure,stabilizes,1,1,high,the GalNAc moiety providing additional contacts.
intramolecular disulfide bridge,structure,stability,stability,stabilizes,1,1,high,remarkable stability as a consequence of the intramolecular disulfide bridge
complementary activation techniques,stress,sequence coverage,quality_outcome,increases,1,1,high,"allows an improved sequence coverage, the characterization of the intramolecular disulfide bond"
binding activity,formulation,concentration,quality_outcome,destabilizes,1,1,high,binding of DTPA to the monoclonal antibody reduced its titer with cultured melanoma cells from 1:1024 to 1:512.
further labeling,formulation,concentration,quality_outcome,destabilizes,1,1,high,further labeling of the DTPA-antibody conjugate with 111In caused an additional reduction of its titer to 1:128.
net charge,sequence,immobilization potential,structure,correlates,1,1,high,the critical relationship between the net charge of the antibody Fv region and its immobilization potential
specificity and binding affinity,sequence,instability,stability,promotes,1,1,high,binding to the neonatal Fc receptor (FcRn) with high specificity and high affinity... resulting in the reduction of circ
binding activity,structure,fcrn binding,stability,stabilizes,1,1,high,binding to a unique epitope on the IgG binding site of FcRn that supports the observed pH-independent high-binding affin
concentration/dose- and time-dependent fcrn occupancy,formulation,reduction,stability,promotes,1,1,high,demonstrate concentration/dose- and time-dependent FcRn occupancy and IgG reduction
scissor release profile,formulation,predicted sc human bioavailability of mabs,quality_outcome,correlates,1,1,high,SCISSOR release and transmission profile are correlated with different mAbs and formulation parameters.
anti-tnf mAb treatment,formulation,prevents,stability,inhibits,1,1,high,anti-TNF monoclonal antibody treatment proved effective against EC due to preventing the pathology from developing.
dss,stress,decrease in neuronal count,stability,destabilizes,1,1,high,"EC affected the enteric neurons, showing a decrease in the number of TNFR2-ir, ChAT-ir, nNOS-ir, and PGP9.5-ir neurons."
mab-mediated inhibition,formulation,increased plasma levels of PCSK9,stability,promotes,1,1,high,mAb-mediated inhibition leads to a compensatory increase in plasma PCSK9 levels
hyaluronic acid hydrogel microparticles,formulation,tissue retention,stability,stabilizes,1,1,high,"enhance tissue retention, thus extending the duration of mAb release in vivo"
combinations of Fc variants,sequence,detrimental outcome,quality_outcome,negative,1,1,high,"some combinations of Fc variants displayed additive functional effects, others were detrimental"
scn,formulation,particle formation,quality_outcome,stabilizes,1,1,high,the least particles formed in the presence of SCN
so,formulation,particle formation,quality_outcome,destabilizes,1,1,high,highest in SO
NaCl,formulation,particle formation,quality_outcome,destabilizes,1,1,high,highest amount of subvisual particles formed during pumping
antibody a,sequence,lowest colloidal stability,stability,destabilizes,1,1,high,lowest colloidal stability compared to NaSO or NaSCN
pegylation,formulation,modifies pharmacokinetics and biodistribution of zr-mab,stability,positive,1,1,high,we assessed the impact of PEGylation and size modulation on the biodistribution profile of mAbs
increased sample concentration,formulation,yield,quality_outcome,stabilizes,1,1,high,Transferring the analytical method from a concentration of 0.2 to 1.2mg/mL yielded an identical number of peaks
liposomal encapsulation,formulation,degradation,stability,stabilizes,1,1,high,liposomal encapsulation effectively protected SC injected mAbs from degradation
liposomal encapsulation,formulation,sustained release,stability,stabilizes,1,1,high,liposomal encapsulation... facilitated sustained release
pegylated formulations,formulation,half-life,stability,stabilizes,1,1,high,PEGylated formulations generally had higher half-life
liposomal formulations,formulation,improved bioavailability,quality_outcome,stabilizes,1,1,high,liposomal formulations of mAbs remarkably improve bioavailability
liposomal formulations,formulation,half-life,stability,stabilizes,1,1,high,liposomal formulations of mAbs... extend the half-life
glycan,sequence,inhibits glycosylation,sequence,negative,1,1,high,bisecting GlcNAc has only an indirect influence on FcgammaRIIIa binding by inhibiting core-fucosylation.
core-fucosylation,sequence,FcgammaRIIIa binding,quality_outcome,positive,1,1,high,a reduction in core-fucosylation will improve FcgammaRIIIa binding.
glycan,sequence,no influence on binding,quality_outcome,neutral,1,1,high,the influence of bisecting GlcNAc on these activities has been difficult to probe.
complementary fc modifications,sequence,functional stability,quality_outcome,positive,1,1,high,strategic selection of complementary Fc modifications can enhance both functional activity and breadth
Gel@Cmab/PCZ,formulation,nk cell infiltration,quality_outcome,promotes,1,1,high,which promoted NK cell infiltration into tumor tissues and their antibody-dependent cell-mediated cytotoxicity effect
sucrose to protein molar ratio,formulation,aggregate formation,stability,increases,1,1,high,an exponential correlation between the sucrose to protein molar ratio and aggregate formation
sucrose,formulation,stabilization,stability,stabilizes,1,1,high,Sucrose demonstrated the best stabilization effect.
5 mm histidine buffer,formulation,stability,stability,increases,1,1,high,The higher ionic strength of 5 mM histidine buffer enhanced protein stability.
polysorbate 20,formulation,interfacial stability,stability,contributes,1,1,high,The addition of polysorbate 20 contributed an additional interfacial stabilizing effect.
excipients,formulation,long-term stability,stability,stabilizes,1,1,high,The excipient selection process plays a crucial role in biopharmaceutical formulation development to ensure the long-ter
excipient interactions,formulation,fc fragment instability,stability,destabilizes,1,1,high,"interactions of rituximab with certain buffers and amino acids, shedding light on its Fc fragment instability."
pH 6.75-7.25,formulation,n-glycosylation,quality_outcome,modifies,1,1,high,pH significantly affects the glycosylation profiles of the two IgG1 sites.
pH,formulation,glycosylation pattern,quality_outcome,modifies,1,1,high,pH significantly affects the glycosylation profiles of the two IgG1 sites.
pei4-2 unit,formulation,decrease in biological activity,stability,stabilizes,1,1,high,the PEI4-2 unit largely contributed to the decrease in the blood radioactivity of RICs
pei4-2 unit,formulation,tumor-to-blood ratio,stability,stabilizes,1,1,high,exhibited favorable properties for designing RICs with an improved tumor-to-blood ratio
pH 7,formulation,column retention,stability,stabilizes,1,1,high,"The therapeutic monoclonal antibody (mAb), rituximab, was retained on the column at pH 7."
pH 5,formulation,instability,stability,destabilizes,1,1,high,eluted under mildly acidic conditions at pH 5 using a protein A mimetic resin.
hydrophobic interactions,structure,n/a,stability,stabilizes,1,1,high,The injected antibodies were selectively captured on the column by hydrophobic and electrostatic interactions.
pneumatic transport,stress,particle formation,quality_outcome,promotes,1,1,high,transport by pneumatic tube had a higher level of shock and vibration than truck delivery.
silicone oils,stress,increased aggregation,stability,promotes,1,1,high,Contact to silicone oils induces a major loss of functionality of bevacizumab and trastuzumab.
silicone oils,stress,decreased functionality,quality_outcome,promotes,1,1,high,The functionality of bevacizumab gradually decreased during exposure to silicone oils.
polysorbate,formulation,decreased aggregation,stability,inhibits,1,1,high,"The addition of polysorbate... prevented aggregation, with 62% aggregation observed at 0.04% polysorbate compared to onl"
silicone oils,stress,binding activity,quality_outcome,promotes,1,1,high,Exposure to silicone oil strongly reduced binding of trastuzumab to HER2-positive cells.
rsv exposure,stress,immunogenicity,quality_outcome,promotes,1,1,high,RSV exposure in infants beyond day 150 after dosing is associated with ADA development
antidrug antibodies,quality_outcome,inhibition,stability,promotes,1,1,high,"Antidrug antibodies can neutralize mAbs, leading to their inhibition and hasten clearance."
amino acid residues 336 337 of 5-7G,sequence,potency,stability,stabilizes,1,1,high,two mAbs 26-12G and 5-7G were selected with potential neutralizing activity
gD-specific mAb,sequence,biological activity,quality_outcome,stabilizes,1,1,high,This improved protection by the engineered mAbs was dependent on the presence of the vFcR.
human IgG3 allotypes lacking vFcR binding,sequence,antiviral activity,quality_outcome,stabilizes,1,1,high,Human IgG3 allotypes lacking vFcR binding also exhibited enhanced antiviral activity.
biophysical properties,quality_outcome,aggregation propensity,stability,influences,1,1,high,"critical factors influencing mAb development are their biophysical properties, such as aggregation propensity"
loosely interacting layer,structure,self-association,stability,predicts,1,1,high,the loosely interacting layer provides valuable information about mAb self-association
self-association behavior,stability,physical stability,stability,correlates,1,1,high,strong rank order correlation between the mostly used metric of self-association
temperature variations,stress,robustness,quality_outcome,inhibits,1,1,medium,the robustness of the metric to impurities and temperature variations
"beta1,4-galactosylation",sequence,functional stability,quality_outcome,stabilizes,1,1,high,"beta1,4-galactosylation is a typical human N-glycan formation with functional impact on proteins"
physical stability,structure,detrimental effect on stability,stability,destabilizes,1,1,high,geometry of the fluid paths of CSTDs can have a detrimental effect on protein stability
electrostatic repulsion,structure,instability,stability,destabilizes,1,1,high,eluted by electrostatic repulsion under acidic conditions.
cleaning-induced protein degradants,formulation,immunogenicity risk,quality_outcome,does not increase,1,1,high,do not increase immunogenicity risk in cell-based assays
host cell-derived enzymes,structure,degrades,stability,promotes,1,1,high,Polysorbate degradation in biotherapeutics formulations is an industry-wide problem and mainly caused by residual host c
heat inactivation,stress,polysorbate degradation,stability,inhibits,1,1,high,heat inactivation of polysorbate-spiked protein-A pool decelerated polysorbate degradation.
thermal treatment,stress,stability,stability,neutral,1,1,high,brief heat treatment had minimal impact on the stability of the antibody.
higher-order structure,structure,decrease in efficacy,quality_outcome,negative,1,1,high,Deviations in this critical quality attribute may be linked to a decrease in the efficacy and/or safety of the final the
NMR spectroscopy,formulation,monitoring of degradation,stability,positive,1,1,high,NMR...to monitor the degradation of a formulated mAb-like protein.
NMR spectroscopy,formulation,related CQAs quantification,quality_outcome,positive,1,1,high,"NMR...for the simultaneous quantification of related CQAs, i.e., potency, purity and impurities."
increased glycosylation,sequence,biophysical properties,stability,correlates,1,1,high,unique correlations between increased glycosylation and biophysical behavior
physical stability,stability,high concentration viscosity,stability,correlates,1,1,high,trends between phase stability and high-concentration viscosity
aggregates,stability,biological activity,quality_outcome,destabilizes,1,1,high,the formation of protein aggregates during the atomization and the heating steps can diminish protein activity
5-hi,sequence,binding capability,stability,stabilizes,1,1,high,5-HI showed a high binding capability to the S1 subunit of spike
methionine oxidation,formulation,oxidation susceptibility,stability,inhibits,1,1,high,addition of methionine as an oxidation inhibitor was able to significantly reduce artificial oxidation.
increased ionic strength,stress,aggregation,stability,promotes,1,1,high,production and storage conditions have been identified as capable of inducing aggregation such as increased ionic streng
stabilizing excipients,formulation,combat aggregate formation,stability,inhibits,1,1,high,The addition of stabilising excipients to these therapeutics helps to combat the formation of aggregates
Gel@Cmab/PCZ,formulation,antitumor efficacy,quality_outcome,stabilizes,1,1,high,Peritumoral injection of Gel@Cmab/PCZ shows strong antitumor efficacy in subcutaneous and orthotopic CRC tumor models
glycoengineering,sequence,aggregation inhibition,stability,inhibits,1,1,high,future aggregation inhibition mechanisms involving the introduction of glycoengineering
5r-hydroxylysine modification,sequence,stability,stability,promotes,1,1,high,circumventing Hyl formation in therapeutic complex mAb formats
pH 5.0,formulation,separation of charge variants,quality_outcome,stabilizes,1,1,high,a BGE of 50mM acetic acid adjusted to pH 5.0...separated from the parent mAb
amino acid sequence modifications,sequence,minimize variations,quality_outcome,stabilizes,1,1,high,conservative modifications to the amino acid sequence... minimize product-related variations
immunogenicity,biological mechanisms,half-life,stability,destabilizes,1,1,high,"the half-life of human 2-12C was more rapid in two of the minipigs but not in the outbred pigs, correlating with the dev"
charge heterogeneity,quality_outcome,impacts stability,stability,negative,1,1,high,"Charge heterogeneity can impact the stability, efficacy, and safety of products."
muscle damaging exercise,stress,c1q availability,quality_outcome,does not alter,1,1,high,downhill running exercise does not increase circulating C1q nor improve CDC in vitro.
C1q,quality_outcome,biological activity,quality_outcome,does not alter,1,1,high,C1q and CDC activity were not different between running protocols.
magnesium,formulation,increased aggregation rate,stability,promotes,1,1,high,presence of Mg significantly increases the rate of aggregation with 9% aggregation observed in Mg stressed samples
magnesium,formulation,acidic variants,quality_outcome,promotes,1,1,high,a 2-fold elevation in acidic variants was observed both in presence of Mg and thermal stress
stress,stress,chemical stability,stability,promotes,1,1,high,Application of stress also led to the formation of 17 additional chemical modifications
freezing,stress,impact,stability,destabilizes,1,1,high,"Freezing and thawing, which are common thermal stresses... can impact this stability."
low-temperature analysis,stress,conformational stability,stability,stabilizes,1,1,medium,valuable insights into protein conformation and dynamics... can be readily obtained for biological drug products.
egfr internalization,structure,instability,quality_outcome,destabilizes,1,1,high,EGFR internalization is associated with poor treatment response and prognosis in patients with CRC
drug product stability,formulation,improve therapeutic antibody binding,quality_outcome,stabilizes,1,1,high,"PCZ can move EGFR, which is hidden inside the cell, to the cell surface to improve therapeutic antibody binding"
point mutations,sequence,aggregation inhibition,stability,inhibits,1,1,high,future aggregation inhibition mechanisms involving the introduction of point mutations
enhancement of efs,structure,efficacy,quality_outcome,stabilizes,1,1,high,ADCs with enhanced EFs demonstrated improved efficacy in the syngeneic mouse tumor model
enhancement of efs,structure,lower systemic exposure,stability,decreases,1,1,high,"enhancement of EFs led to lower systemic exposure, faster clearance"
enhancement of efs,structure,faster clearance,stability,decreases,1,1,high,"enhancement of EFs led to lower systemic exposure, faster clearance"
enhancement of efs,structure,distribution,stability,stabilizes,1,1,medium,potentially enhanced tissue distribution and accumulation of ADCs
sodium butyrate,formulation,mAb production,quality_outcome,stabilizes,1,1,high,"presence of NaBu corresponded to upregulation of intracellular trafficking and secretion pathways, aligned with an obser"
sodium butyrate,formulation,glycosylation pattern,quality_outcome,modifies,1,1,high,associated with an elevated glycosylation pathway and a slight alteration in the glycosylation profile of the mAbs
sodium butyrate,formulation,instability,stability,decreases,1,1,high,Cells cultured in the presence of NaBu exhibited a reduction in mitosis and gene expression
sodium butyrate,formulation,growth inhibition,stability,promotes,1,1,high,its capacity to impede cell growth
trastuzumab,formulation,increased biological activity,quality_outcome,promotes,1,1,high,ADCC with trastuzumab increased TIM3 expression in NK cells.
tim3 expression,sequence,correlation with CD16 expression,quality_outcome,correlates,1,1,high,the expression of TIM3...was strongly correlated with that of CD16 in NK cells.
trastuzumab treatment,stress,instability,quality_outcome,increases,1,1,high,TIM3 expression of cytotoxic NK cells was elevated in HER2-positive GC patients treated with trastuzumab.
hmgb1,sequence,concentration,quality_outcome,increases,1,1,high,"HMGB1, a TIM3 ligand, was expressed at higher levels in HER2-transfected GC cells than in controls."
trastuzumab treatment,stress,hmgb1 expression,quality_outcome,increases,1,1,high,HMGB1 expression was higher in HER2-positive GC patients treated with trastuzumab compared to untreated.
anti-MIR monoclonal antibody,sequence,biological activity,stability,stabilizes,1,1,high,The anti-MIR mAb protected the AChR by 68 +/- 16%.
non-consensus n-glycosylation,sequence,non-consensus N-glycosylation characterization,quality_outcome,promotes,1,1,high,characterizing non-consensus N-glycosylation remains challenging because of the unpredictable sequon and its relatively 
cationic buffers,formulation,mitigates impact of pH variation,stress,stabilizes,1,1,high,the dissociation behavior of cationic buffers mitigates the impact of pH variation
long CDR3,sequence,binding activity,structure,stabilizes,1,1,high,the cross-neutralizing mAb utilizes a long CDR3 loop to bind inside the pocket of the sialic acid binding site
site-directed mAb,sequence,viral replication,stability,stabilizes,1,1,high,"the potent Site 2-directed mAb demonstrated clinical efficacy in hamsters, reducing viral replication prophylactically a"
increasing galactosyltransferase,sequence,glycosylation pattern,sequence,modifies,1,1,high,The model was used to demonstrate the effect of increasing galactosyltransferase activity on site-specific N-linked glyc
alg5,sequence,glycosylation site occupancy,sequence,increases,1,1,high,"Alg5 is identified to be predictive, before beginning a mAb production run, of mAbs bearing higher levels of Man5"
udp-gal transporter elevation,sequence,glycosylation processing,formulation,influences,1,1,high,elevation of the UDP-Gal transporter in cell lines expressing mAbs with a single galactose residue
transcriptomic data,formulation,glycosylation trends,sequence,predicts,1,1,high,transcriptomic data can predict certain glycosylation trends
enzyme localization,structure,glycan profiles,sequence,affects,1,1,high,"more crucial factors affecting glycan profiles, such as enzyme localization within the Golgi apparatus"
increased silanol density,formulation,monomer stability,stability,stabilizes,1,1,high,increasing surface silanol density reduces protein monomer loss and the formation of protein aggregates
increased silanol density,formulation,aggregation,stability,stabilizes,1,1,high,increasing surface silanol density reduces protein monomer loss and the formation of protein aggregates
increased silanol density,formulation,subvisible particles,stability,stabilizes,1,1,high,increasing surface silanol density reduces protein monomer loss and the formation of protein aggregates and subvisible p
polysorbate removal,formulation,polysorbate,formulation,promotes,1,1,high,Buffer exchange using polysorbate-containing formulation buffer...accumulated polysorbate.
buffer exchange,formulation,aggregation propensity,stability,neutral,1,1,high,The two approaches did not reveal any differences in the protein aggregation behavior.
level of particulate impurities,formulation,ice nucleation behavior,stability,modifies,1,1,high,the level of particulates has a relevant effect on the rate of ice nucleation
amino acid sequence,sequence,chromatographic binding behavior,quality_outcome,predicts,1,1,high,predict monoclonal antibody chromatographic binding behavior from the amino acid sequence.
anti-MIR monoclonal antibody,sequence,decreased biological activity,stability,inhibits,1,1,high,Fab fragments...were allowed to shield their corresponding regions...the resulting antigenic modulation was measured.
endoglycosidase treatment,formulation,efficacy,stability,stabilizes,1,1,high,the resulting truncated glycan structures improved peptide ionization efficiency in MS.
truncated glycan structures,structure,quantitation,quality_outcome,stabilizes,1,1,high,the resulting truncated glycan structures improved peptide ionization efficiency in MS and hence facilitated reliable qu
mutations RBD,sequence,instability,stability,destabilizes,1,1,high,mutations in the RBD...can disrupt the binding mechanism of the antibody
antibody 3711,sequence,inhibits,stability,negative,1,1,high,Antibody 3711 inhibits the interaction between the receptor-binding domain (RBD) and human angiotensin-converting enzyme
disulfide bond,structure,structural perturbations,stability,promotes,1,1,high,detecting structural perturbations commonly encountered during protein biomanufacturing
methionine oxidation,sequence,structural perturbations,stability,promotes,1,1,high,detecting structural perturbations commonly encountered during protein biomanufacturing
rsm01,sequence,potency,stability,stabilizes,1,1,high,RSM01 exhibited highly potent neutralizing activity in the single ng/mL range (0.7-6.4) against diverse RSV-A and RSV-B 
rsm01,sequence,half-life of 78 days,stability,stabilizes,1,1,high,The half-life of RSM01 was 78 days with dose-proportional increases in T and AUC after IV administration.
rsm01,sequence,low ada rate,quality_outcome,stabilizes,1,1,high,The rate of ADA to RSM01 was low.
mutating identified aas,sequence,decrease in TfR binding affinity,stability,destabilizes,1,1,high,mutating the identified AAs resulted in decreased TfR binding affinity
low concentration measurements,formulation,lack predictive ability for ultra-high concentration,stability,destabilizes,1,1,high,caution against extrapolation from low concentration measurements
o-linked glycosylation,sequence,stability,stability,modifies,1,1,high,"discovered a rare glycosylation modification on dupilumab, an IgG4 antibody."
pH 9,formulation,more flexible conformation,structure,destabilizes,1,1,high,"at pH 9, it assumes a more flexible conformation and a 'tilted' orientation"
pH-dependent electrostatic interactions,formulation,conformational change,structure,modifies,1,1,high,pH-dependent electrostatic interactions between mAb fragments and the SiO interface drive conformational adjustments
faster modification trends in spiked serum,stress,monitored,quality_outcome,promotes,1,1,high,faster modification trends were monitored in the spiked serum and patients' sera due to the catalytic effect of plasma p
L-arginine hydrochloride,formulation,reduce PPI,stress,inhibits,1,1,high,substituting sodium chloride with L-arginine hydrochloride resulted in reduced PPI
pH 5.0 to 6.5,formulation,lowers risk of HMW aggregation,stability,stabilizes,1,1,high,optimal pH range for the trastuzumab biosimilar was found to be 5.0 to 6.5...
formulation:mAb,formulation,degradation rate,stability,increases,1,1,high,predicting the rank formulation:mAb degradation rate at 25 degrees C
reducing agent excess,formulation,influences critical quality attributes,quality_outcome,modifies,1,1,high,this reaction needs to be thoroughly understood and controlled as it influences the critical quality attributes (CQAs) o
reaction temperature,stress,influences critical quality attributes,quality_outcome,modifies,1,1,high,this reaction needs to be thoroughly understood and controlled as it influences the critical quality attributes (CQAs) o
reducing agent excess,formulation,predict final dar/dld,quality_outcome,modifies,1,1,high,"an integrated model encompassing the two consecutive reaction steps, reduction and conjugation, is created to predict th"
reaction temperature,stress,predict final dar/dld,quality_outcome,modifies,1,1,high,"an integrated model encompassing the two consecutive reaction steps, reduction and conjugation, is created to predict th"
high radiation dose,formulation,inhibition,stability,inhibits,1,1,high,A high radiation dose (300uCi) of [Lu]Lu-DOTA-IMB16 significantly inhibited tumour growth
pH,formulation,destabilizes,stability,destabilizes,1,1,high,requires harsh pH conditions for mAb elution from Protein A affinity ligands.
binding activity,sequence,promotes,stability,promotes,1,1,high,promises improvements due to mild elution conditions.
mnp@teos@z-cys,structure,increased,quality_outcome,increases,1,1,high,demonstrating larger immunoglobulin G (IgG) capacity (196 mg).
GPTMS-coated particles,structure,increased,quality_outcome,increases,1,1,high,showing faster magnetic attraction and higher IgG recovery (88 %).
paratope modifications,sequence,inactivate protein,stability,destabilizes,1,1,high,certain modifications could inactivate the protein and reduce drug efficacy
multi-epitope affinity technology,formulation,binding activity,quality_outcome,stabilizes,1,1,high,MOF@Au@peptide@aptamer exhibited significantly enhanced enrichment capabilities for trastuzumab variants
higher deamidation ratio,sequence,monitored,quality_outcome,correlates,1,1,medium,higher deamidation ratio for LC-Asn-30 can only be monitored by the novel bioanalytical platform
